"Country","Name","Race","Profession","Religion","Deity","Age","Date"
"Tsolyáni","Soruku hiTánkolel","H","Priest","Change","Vimúhla",60,"2360 AS"
"Tsolyáni","Sórzhun hiFershéna","H","Priestess","Change","Hrü'ú",36,"2354 AS"
"Tsolyáni","Sranéku Mekhtéte hiUlé'e","H","Priest","Change","Vimúhla",51,"2354 AS"
"Tsolyáni","Sredu hiBasrimkoi","H","Builder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Srému hiTáicha","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Srikandómo hiTánkolel","H","Clan Elder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Srikaya hiKonuna","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Sríkolun hiKhanúma","H","Lord","Change","Sárku",41,"2354 AS"
"Tsolyáni","Srikome hiTlasesha","H","Soldier","Change","Dlamélish",27,"2354 AS"
"Tsolyáni","Sríya hi?","H","Priestess","Change","Hriháyal","Unk","2354 AS"
"Tsolyáni","Sriye hiMorune","H","Soldier","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Sriyésa Tlakotáni","H","Empress, 464-517 AS","Change","Dlamélish?","Unk","464 AS"
"Tsolyáni","Srochusetl hiZhodami","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Sromátlan hiFesrengála","H","Soldier","Stability","Chegárra",18,"2369 AS"
"Tsolyáni","Srúchche hiChegáni","H","Weapons Instructor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Srüma hiHoqqulén","H","Lord-Soldier","Stability","Chegárra",20,"2363 AS"
"Tsolyáni","Srüma hiSoruna","H","Lay Priest","Stability","Qón","Unk","2369 AS"
"Tsolyáni","Srüqu hiTánkolel","H","Official","Change","Grugánu",36,"2354 AS"
"Tsolyáni","Sryna hiHekkelmu","H","Priestess","Change","Vimúhla",29,"2354 AS"
"Tsolyáni","Ssagar Mishemmu hiTeshkune","H","Soldier","Change","Sárku",35,"2354 AS"
"Tsolyáni","Sságru hiQigór","H","Priest","Change","Durritlámish",42,"2354 AS"
"Tsolyáni","Ssamura hiMorune","H","Soldier","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Ssiyór hiNaqúma","H","Soldier","Stability","Belkhánu",32,"2374 AS"
"Tsolyáni","Ssomu hi?","H","Warrior","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ssta-ktak","Pé","Merchant","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","S'sulyonis hiTleklar","H","Priest","Stability","Keténgku",32,"2354 AS"
"Tsolyáni","Ssunim hiChrasgel","H","Official","Stability","Keténgku",32,"2354 AS"
"Tsolyáni","Ssur hiTukun","H","Official","Unk","Unk","Dead","2354 AS"
"Tsolyáni","Ssúri hiArusá","H","Lady","Change","Hriháyal",23,"2354 AS"
"Tsolyáni","Ssúri hiBagusla","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ssúri hiLemma","H","Priestess","Stability","Qón","Unk","2354 AS"
"Tsolyáni","Ssurídl hiSugáni","H","Gladiator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ssurusa hiKétkolel","H","Priest","Change","Ksárul",50,"2360 AS"
"Tsolyáni","Ssurúsal hiKétkolel","H","Priest","Change","Ksárul",50,"2354 AS"
"Tsolyáni","Ssunruel of Tsámra","H","Emissary","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Stumpy","Ahog","Mercenary","Ahog","Unk",20,"2354 AS"
"Tsolyáni","Súa-eyá","Hláka","Soldier","Hláka","Unk",32,"2354 AS"
"Tsolyáni","Suakan hiVu'ürtesh","H","Soldier","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Su'emel O'ocho hiJurunai","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Su'ésa hiNrashkéma","H","Lady","Stability","Avánthe",19,"2360 AS"
"Tsolyáni","Su'ésa hiTukun","H","Lady","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Su'ésa hiVazhu","H","Priestess","Change","Chiténg",17,"2354 AS"
"Tsolyáni","Sukundáru hiQuródu","H","Official","Change","Sárku/Durritlámish",36,"2354 AS"
"Tsolyáni","Sukúr hiNeshtuél","H","Priestess","Change","Ksárul","Unk","2360 AS"
"Tsolyáni","Sulva hiKaidla","H","Priestess","Change","Vimúhla",27,"2354 AS"
"Tsolyáni","Sumikeng hiKhiteng","H","Priest","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Súnchan hiSóruna","H","Priest","Change","Dlamélish",18,"2360 AS"
"Tsolyáni","Sünkóretl hiSérekel","H","Priest","Change","Chiténg",62,"2360 AS"
"Tsolyáni","Sünkóretl hiSóruna","H","Priest","Change","Chiténg",49,"2354 AS"
"Tsolyáni","Sünúm hiMraktiné","H","Priest","Stability","Belkhánu",34,"2354 AS"
"Tsolyáni","Sunún Drántike Tlakotáni","H","Emperor, 1279 AS","Unk","Unk","Unk","1279 AS"
"Tsolyáni","Su'ósa hiShánmirel","H","Priest","Change","Hrü'ú",49,"2354 AS"
"Tsolyáni","Surákku hiBuritsán","H","Priest","Stability","Belkhánu","Unk","2354 AS"
"Tsolyáni","Sural hiTikku","H","Lord","Change","Vimúhla",68,"2354 AS"
"Tsolyáni","Sureu hiVriyón","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Surimalal hiMarunusani","H","Warrior-Priest","Change","Ksárul",48,"2354 AS"
"Tsolyáni","Suronqui hiDelonuash","H","Priestess","Stability","Dilinála",29,"2354 AS"
"Tsolyáni","Surugu hiVeshudla","H","Soldier","Unk","Unk",38,"2354 AS"
"Tsolyáni","Surun hi?","H","Major Domo","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Surun hiTlangome","H","Lord","Stability","Avánthe",32,"2354 AS"
"Tsolyáni","Surundáno Tlakotáni","H","Prince","Stability","Thúmis",29,"2354 AS"
"Tsolyáni","Su'ukadu hiChashmüdu","H","Priest","Change","Durritlámish","Unk","2354 AS"
"Tsolyáni","Su'uma hiShasa","H","Priestess","Stability","Thúmis",32,"2354 AS"
"Tsolyáni","Su'umol hi?","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Su'ún Tsél hiRayástqa","H","Official","Change","Hrü'ú",39,"2354 AS"
"Tsolyáni","Su'unkáda hiCháshmüdu","H","Priest","Change","Durritlámish",35,"2354 AS"
"Tsolyáni","Su'únu hiMréshcha","H","Priestess","Change","Dlamélish",19,"2354 AS"
"Tsolyáni","Su'usa hiShánmirel","H","Priest","Change","Hrü'ú",64,"2354 AS"
"Tsolyáni","Sv'ess hiChanmya","H","Priestess","Change","Hriháyal",15,"2354 AS"
"Tsolyáni","Synum hiMraktiné","H","Priest","Stability","Belkhánu",49,"2354 AS"
"Tsolyáni","Sword Swinger","H","Sailor","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Ta'akata Gamulu Diqqushsha","H","Thief","Unk","Unk",21,"2354 AS"
"Tsolyáni","Ta'ana hi?","H","Priestess","Stability","Dilinála",32,"2354 AS"
"Tsolyáni","Ta'ana hiRi'inyússa","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ta'ane hiTlekkune","H","Expedition Leader","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Ta'anesh hiTukun","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tabunta hiPhajun","H","Priest","Change","Grugánu","Unk","2354 AS"
"Tsolyáni","Tachan hiSashán","H","Lord","Stability","Unk","Unk","2374 AS"
"Tsolyáni","Ta'íka hiChánkolel","H","Unk","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Taikan hiQolyélmu","H","Soldier","Stability","Hnálla",49,"2354 AS"
"Tsolyáni","Taishukte hiShraitu","H","City Guard","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Taithokle Vríddi","H","Priest","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Taivang Tlakotáni","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Taken hiViridáme","H","Priest","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Takoa hiTsátocha","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Takodai ","H","Clan Master","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Takodai Vríddi","H","Lord","Change","Vimúhla",50,"2354 AS"
"Tsolyáni","Takótl hiTurshína","H","Priestess","Change","Grugánu",18,"2354 AS"
"Tsolyáni","Taksúru Tlakotáni","H","Prince","Change","Ksárul",25,"2365 AS"
"Tsolyáni","Takur hiSsurilamish","H","Warrior","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Talaesha Tlakotáni","H","Unk","Stability","Hnálla",16,"2354 AS"
"Tsolyáni","Talisanu hiKoródu","H","Soldier","Stability","Unk","Unk","2376 AS"
"Tsolyáni","Tálodel hiVraisúna","H","Good Clan Girl","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Taluel hiSóruna","H","Lady","Change","Hrü'ú",29,"2354 AS"
"Tsolyáni","Taneré hi?","H","Brothel Keeper","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tangai hiKutonyál","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Táodai hiTukútla","H","Official","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Tarash hiQoshkunal","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Tarash hoQoshkural","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Targdaz hiAztlan","H","Sorcerer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Targholél Nikúma Tlakotáni","H","Emperor, 1057-1062 AS","Change","Vimúhla","Unk","1057 AS"
"Tsolyáni","Tariktánme Tlakotáni","H","Emperor, 1251-1279 AS","Unk","Unk","Unk","1251 AS"
"Tsolyáni","Tarikme hiChaishyáni","H","Warrior","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Tarinu hiKirisáya","H","Soldier","Change","Chiténg","Unk","2354 AS"
"Tsolyáni","Tarkonu hiMriggisa","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Tarkonu hiMriggisa","H","Gladiator","Stability","Hnálla",39,"2354 AS"
"Tsolyáni","Tarkúma hiHága","H","Priest","Stability","Avánthe",40,"2354 AS"
"Tsolyáni","Tarchekku hiFershéna","H","Warrior","Change","Ksárul",23,"2354 AS"
"Tsolyáni","Tarsu hi?","H","Priest","Change","Ksárul","Unk","2360 AS"
"Tsolyáni","Tchaala hiEtele","H","Priest","Stability","Drá","Unk","2354 AS"
"Tsolyáni","Tegelbe hiNrantu","H","Advisor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tekenta hiTalkelmu","H","Fief Holder","Change","Dlamélish","Unk","2354 AS"
"Tsolyáni","Tekkén hiQurródu","H","Priest","Change","Chiténg",18,"2354 AS"
"Tsolyáni","Tékorel hiKutonyál","H","See Korúkka hiKutonyál",,,,
"Tsolyáni","Tékoru hiSashán","H","Merchant","Unk","Unk","Unk","Unk"
"Tsolyáni","Tékunu hiQolyélmu","H","Fief Holder","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tékunu hiQolyélmu","H","Unk","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Tekuo hiFershéna","H","Priest-Librarian","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Tekutan hiQolyélmu","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tekutan hiSsanmirin","H","Soldier","Unk","Unk","Unk","2020 AS"
"Tsolyáni","Telék hiVorúgga","H","Priest","Stability","Qón",34,"2354 AS"
"Tsolyáni","Témi hiDu'únu","H","Aridáni Soldier","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Temujin hiUsena","H","Retired Duelist","Stability","Karakán","Unk","2372 AS"
"Tsolyáni","Tena hiShoritla","H","Unk","Unk","Unk",32,"2354 AS"
"Tsolyáni","Tenchai Vríddi","H","Soldier","Change","Vimúhla","Unk","150 AS"
"Tsolyáni","Téngai Mérbukha hiVrinála","H","Weapon Instructor","Stability","Avánthe","Unk","2354 AS"
"Tsolyáni","Ténkorel hiKutonyál","H","See Korúkka hiKutonyál",,,,
"Tsolyáni","Ténsor hi?","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Tenúka hiVáisoner","H","Priestess","Change","Dlamélish",17,"2354 AS"
"Tsolyáni","Té'os Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Teshkolun hiChukanu","H","Soldier","Change","Vimúhla",25,"2354 AS"
"Éngsvanyáli","Teshkorúsa hi?","H","Priestess","Stability","Avánthe","Unk","Unk"
"Tsolyáni","Tessume hiOroso","H","Sorcerer","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Teten hiVaisura","H","Priestess","Stability","Thúmis",43,"2354 AS"
"Tsolyáni","Tetésh Snémi'u hiTeqúrnu","H","Lay Priest","Change","Hrü'ú",42,"2354 AS"
"Tsolyáni","Tetkóru hiKirisáya","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tétkoru hiSashán","H","Official","Stability","Karakán",43,"2374 AS"
"Tsolyáni","Tétkoru hiSsaynuch","H","Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Tétkoru vuChrayu","H","Lord","Stability","Avánthe",25,"2354 AS"
"Tsolyáni","Téttukes hiChayénga","H","Official","Stability","Avánthe",65,"2354 AS"
"Tsolyáni","Téttukes hiChonga","H","Official","Stability","Avánthe",65,"2354 AS"
"Tsolyáni","Tetukél hiViridáma","H","Scholar","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Thagádi Ra'át hiSsolén","H","Priest","Stability","Drá",61,"2354 AS"
"Tsolyáni","Tháila hiSírukku","H","Clan Mistress","Change","Unk","20s","2370 AS"
"Tsolyáni","Thaiz hiVushimoiz","H","Soldier","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Thant'd hi?","H","Priest","Change","Sárku","Unk","2372 AS"
"Tsolyáni","Thalua hiTarguna","H","Chamberlain","Stability","Hnálla",43,"2354 AS"
"Tsolyáni","Thanotokoi hiTungaqu","H","Soldier","Stability","Keténgku",31,"2354 AS"
"Tsolyáni","Tharan hiKunush","H","Clan Patriarch","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tharkuma hiJarash Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tharl hiArokian","H","Unk","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Tháte Khesákh hiChúatsu","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","The Gnarled One","Ahog","Soldier","Ahog","Unk",32,"2354 AS"
"Tsolyáni","The Man in Purple Tatters","H","Beggar","Change","Unk","Unk","2354 AS"
"Tsolyáni","The Old Man","Hláka","Politician","Hláka","Unk",109,"2354 AS"
"Tsolyáni","The Slippery Mótti","H","Thief","Unk","Unk","Unk","2354 AS"
"Tsolyáni","The White Man","H","Magician","Unk","Unk","Unk","2354 AS"
"Tsolyáni","The Yellow Splotched One","Ahog","Soldier","Ahog","Unk",32,"2354 AS"
"Tsolyáni","Thekuto hiUsena","H","Official","Stability","Qón","Unk","2372 AS"
"Tsolyáni","Thene hiSorquqa","H","Servant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Thetahl hi?","H","Warrior","Stability","Dilinála",32,"2354 AS"
"Tsolyáni","Thiala hiChraisa","H","Good Clan Girl","Stability","Avánthe",21,"2354 AS"
"Tsolyáni","Thikénta hiVasháka","H","Priestess","Change","Dlamélish","Unk","2362 AS"
"Tsolyáni","Timúna hiRetetkesu","H","Priestess","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Thíolleb Chiúving Aókueth","H","Lady","Shadow","Unk",17,"2354 AS"
"Tsolyáni","Thiyél hiTáije","H","Priestess","Stability","Dilinála",17,"2354 AS"
"Tsolyáni","Thojeng hiDresak","H","Marine","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Thómar hi?","H","Sorcerer","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Thontem  Íto","H","Priest","Change","Sárku","Unk","2354 AS"
"Tsolyáni","Thorul hiAuvésu","H","Official","Change","Sárku",32,"2354 AS"
"Tsolyáni","Thpá Qrr-rh","PFolk","See Honorable Little Monster",,,,
"Tsolyáni","Thrak hiAnokiam","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Thurik hiChakresa","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Thusaij hiKoródu","H","Clan Guard","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Thusúra hiVorúgga","H","Priestess","Stability","Hnálla",38,"2354 AS"
"Tsolyáni","Thu'usa hiKaresil","H","Priestess","Change","Ksárul",23,"2354 AS"
"Tsolyáni","Thuyél hiVrázhimú","H","Lady","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Tiána hiHkétoketl","H","Good Clan Girl","Change","Dlamélish",18,"2369 AS"
"Tsolyáni","Tiervazha hiHrugginash","H","Priest","Stability","Belkhánu",63,"2354 AS"
"Tsolyáni","Tikar hiSra'una","H","Tailor","Unk","Unk",32,"2354 AS"
"Tsolyáni","Tikkash hiSureshmu","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tikkúne hiMraktiné","H","Priest","Stability","Karakán",70,"2354 AS"
"Tsolyáni","Tikomé hiSurutlén","H","Lady","Change","Dlamélish",20,"2354 AS"
"Tsolyáni","Tikosu hiSsányusa","H","Soldier","Change","Wurú",32,"2354 AS"
"Tsolyáni","Tikomu hiFa'asu","H","Priest","Change","Vimúhla",26,"2354 AS"
"Tsolyáni","Tiktikanu hiSsáronel","H","Official","Stability","Qón",54,"2354 AS"
"Tsolyáni","Tíkuru Tlakotáni","H","Clan Master","Stability","Unk","Unk","2374 AS"
"Tsolyáni","Tikume hiSurutlen","H","Unk","Change","Dlamélish",52,"2354 AS"
"Tsolyáni","Tiláshe hiDmil","H","Official","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Tilékku hiSsá","H","Politician","Change","Unk","Unk","2354 AS"
"Tsolyáni","Tilíga hiChorúkka","H","Teacher","Unk","Unk","Unk","2364 AS"
"Tsolyáni","Tiluné hiVárchal","H","Weapons Instructor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Timalish Jak","H","Soldier","Change","Chiténg",41,"2354 AS"
"Tsolyáni","Timúna hiReretlésa","H","Priestess","Change","Dlamélish","40s","2360 AS"
"Tsolyáni","Tinkoresh hiVsúeh","H","Priest","Change","Hrü'ú",75,"2354 AS"
"Tsolyáni","Tinukkar hiKutonyál","H","Soldier","Unk","Unk",32,"2354 AS"
"Tsolyáni","Tiriku Vríddi","H","Priest","Change","Vimúhla",22,"2354 AS"
"Tsolyáni","Tirisa hiQolyélmu","H","Aridáni Assassin","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Tiritlén Ssünrü hiDulumésa","H","Lord","Change","Unk","Unk","2354 AS"
"Tsolyáni","Ti Ro Lo","Tin","Diplomat","Tin","Unk","Unk","2354 AS"
"Tsolyáni","Tirshel hiBaru","H","Soldier","Change","Sárku",29,"2354 AS"
"Tsolyáni","Tisoner Ashai","H","OPL Soldier","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Tísa","Srám","Underworld Hunter","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Tisume hiKangai","H","Major Domo","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Titktikánu hiSsáronel","H","Official","Stability","Unk",60,"2374 AS"
"Tsolyáni","Titléno hiVitlánme","H","Official","Stability","Qón",32,"2354 AS"
"Tsolyáni","T'kan Chqitne","Pé","Scholar","Stability","Thúmis",28,"2354 AS"
"Tsolyáni","Tke'et'kl","Pé","Merchant","Pé","Unk","Unk","2372 AS"
"Tsolyáni","Tkeshmu hiSsánmirin","H","Soldier","Change","Vimúhla",22,"2354 AS"
"Tsolyáni","Tk't'trr","Pé","Priest","Change","Wurú","Unk","2374 AS"
"Tsolyáni","Tkura hiQolel","H","Soldier","Change","Sárku",35,"2354 AS"
"Tsolyáni","Tla'anish Vríddi","H","Priest","Change","Vimúhla",35,"2354 AS"
"Tsolyáni","Tlagúru Verékka Vríddi","H","Official","Change","Vimúhla",59,"2374 AS"
"Tsolyáni","Tlaika Mriyatlaku","H","Student","Unk","Unk",28,"2354 AS"
"Tsolyáni","Tlaiya Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tlakár hiFershéna","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tlamal hiVorodláya","H","Soldier","Stability","Chegárra",32,"2354 AS"
"Tsolyáni","Tlanéno hiVorodláya","H","Sailor","Stability","Karakán",54,"2354 AS"
"Tsolyáni","Tlangten hiSsanyusa","H","Former Soldier","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Tlángtekh Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tlanuka hiAzhun","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tlaquru Vríddi","H","Lord","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Tlása hiKhánmu","H","Soldier","Change","Ksárul",26,"2354 AS"
"Tsolyáni","Tlása hiSérekel","H","Priestess","Change","Chiténg",30,"2354 AS"
"Tsolyáni","Tlashél hiQolyélmu","H","Priestess","Stability","Avánthe",20,"2354 AS"
"Tsolyáni","Tlashél hiQurródu","H","Priestess","Stability","Hnálla",18,"2354 AS"
"Tsolyáni","Tlása hiSérekel","H","Priestess","Change","Chiténg",18,"2354 AS"
"Tsolyáni","Tlathiyala hiKorunumissa","H","Priestess","Change","Dlamélish","Unk","2354 AS"
"Tsolyáni","Tlayésha hi?","H","Physician","Stability","Avánthe","20s","2360 AS"
"Tsolyáni","Tleknnu hiMissal","H","Priest","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Tlokun hiChurringa","H","Bureaucrat","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tlomakek hiKuru","H","Clan Elder","Change","Durrirlámish",40,"2354 AS"
"Tsolyáni","Tlónuka hiSráshar","H","Courtesan","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tludimlal hiMarunel","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Tluomé hi?","H","Soldier","Change","Sárku","Unk","2360 AS"
"Tsolyáni","Tlussach Tvosret hiDlanmjarai","H","Lord","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tneyu vuWasuma","H","Ancient Vrayáni Hero","Stability","Unk","Unk","Unk"
"Tsolyáni","Todukái Néqo Tlakotáni","H","Emperor, 851-905 AS","Unk","Unk","Unk","851 AS"
"Tsolyáni","Tonku'él hiSharvóya","H","Priest","Change","Durritlámish",38,"2354 AS"
"Tsolyáni","Tonkurén hiQolyélmu","H","Official","Change","Dlamélish",64,"2354 AS"
"Tsolyáni","Tontikén Riruné Tlakotáni","H","Emperor, 1306-1318 AS","Change","Unk","Unk","1306 AS"
"Tsolyáni","Tontiken hiTukun","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Toraz hiShanuka","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tórisu Vríddi","H","see Mirusíya Tlakotáni",,,,
"Tsolyáni","Tórisu Vríddi","H","Shaman-Warrior","Dark Shaman","Unk",22,"2354 AS"
"Tsolyáni","Torkun hiSarel","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Torkusem hiShanga","H","Merchant","Stability","Karakán",57,"2354 AS"
"Tsolyáni","Tosokh hiFadhnoi","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Tsalkan hiKorkoda","H","Priest","Change","Vimúhla",65,"2354 AS"
"Tsolyáni","Tsana hiTeyonel","H","Unk","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Trákonel I Tlakotáni","H","Emperor, 139-195 AS","Unk","Unk","Unk","139 AS"
"Tsolyáni","Trákonel II Tlakotáni","H","Emperor, 219-269 AS","Unk","Unk","Unk","219 AS"
"Tsolyáni","Trákonel III Tlakotáni","H","Emperor, 382-384 AS","Unk","Unk","Unk","382 AS"
"Tsolyáni","Trasüme hiTánkolel","H","Unk","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Trasune hiTukun","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Trasure hiTánkolel","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Tren ""Hlivin"" hiTüpellu","H","Famous Gambler","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Treshélmu hiKolkúnü'ü","H","Priest","Change","Hrü'ú",22,"2354 AS"
"Tsolyáni","Tréshun hiRéshkoru","H","Unk","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Trímu hiVu'ürtesh","H","Unk","Stability","Belkhánu","Unk","2362 AS"
"Tsolyáni","Trínesh hiKétkolel","H","Soldier","Change","Vimúhla","20s","2361 AS"
"Tsolyáni","Trínesh hiSaynúna","H","Sailor","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Trivalsh hiMorudu","H","Official","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Triyéna hiChaishyáni","H","Lady","Unk","Unk",45,"2354 AS"
"Tsolyáni","Tuijkku hiSesmuga","H","Priest","Change","Grugánu",32,"2354 AS"
"Tsolyáni","Trugáya hiTlanátl","H","Aridáni Gladiator","Stability","Dilinála","Unk","2354 AS"
"Tsolyáni","Trujekku hiMeshkutáne","H","Priest","Change","Hrü'ú",50,"2354 AS"
"Tsolyáni","Tsákten hiRadáika","H","Priest","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Tsálu hiZírudhan","H","Poet","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tsana hiJubbah","H","Courtesan","Change","Hriháyal","Unk","2354 AS"
"Tsolyáni","Tsána hiUséna","H","Sorceress","Change","Grugánu",21,"2354 AS"
"Tsolyáni","Tsánboi hiJugáno","H","Shop Owner","Stability","Drá",17,"2354 AS"
"Tsolyáni","Tsaqune hiZana","H","Priest","Change","Durritlámish",33,"2354 AS"
"Tsolyáni","Tsárnu hiFatlán","H","Scholar","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tsatla hi?","H","Servant","Change","Unk","Unk","2360 AS"
"Tsolyáni","Tsenali hiMrachiyáku","H","Official","Unk","Unk",32,"2354 AS"
"Tsolyáni","Tsodlán hi?","H","Lawyer","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Tsodlán hiChánkolu","H","Unk","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Tsodlán hiTessuken","H","Bureaucrat","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tsodlán hiTigál","H","Unk","Change","Sárku","Unk","2360 AS"
"Tsolyáni","Tsodlán hiVirritekmu","H","Priest","Change","Vimúhla",25,"2354 AS"
"Tsolyáni","Tsokalon hi?","H","Official","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Tsokalon hiKahrsama","H","Caravan Guard","Stability","Unk","Unk","2372 AS"
"Tsolyáni","Tsokokh hiFadhnoi","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Tsolísha hiTánkolel","H","Priestess","Change","Dlamélish",16,"2356 AS"
"Tsolyáni","Tsomélun hiNeshkúmu","H","Lord","Change","Hrü'ú",53,"2354 AS"
"Tsolyáni","Tsommiyel  Vríddi","H","Soldier","Change","Vimúhla",28,"2354 AS"
"Tsolyáni","Tsomólan hiNeshkómu","H","Noble","Change","Hrü'ú",66,"2354 AS"
"Tsolyáni","Tsomo'ao hiNeshkoma","H","Lord","Change","Hrü'ú",66,"2354 AS"
